2.923052484775717108e+00,1.215441938346777828e+00,5.186986251080890398e+00,4.641263369676390305e+00,2.983373334088518902e+00,3.459903096446238280e+00
3.081476508940247605e+00,2.788301360609677371e+00,3.055231956255020975e+00,1.736995140946343774e+00,1.457730648930666284e+00,1.443334969279699287e+00
4.619019514945759575e+00,4.816294714883250450e+00,2.041807652406484763e+00,2.051436303333915578e+00,2.904702752460777582e+00,2.063492977307804566e+00
5.298939672933436817e+00,5.180520695766976047e+00,2.183396704721337400e+00,4.163455143781607859e+00,4.284383496940890268e+00,2.001193595317793505e+00
2.074790936599677504e+00,1.414446374112312110e+00,4.607288935640536209e+00,3.715432061175185652e+00,3.419260851328978390e+00,2.305631125459119968e+00
2.810473820233711617e+00,1.914880003815609522e+00,3.509855813852596373e+00,1.302475317532814536e+00,2.930454923222949759e+00,1.910804951376548155e+00
1.629220726597827129e+00,2.483125066910785161e+00,4.580517411147488005e+00,4.823536515424945215e+00,2.819885837989458466e+00,1.929504962159842130e+00
2.705670695146117577e+00,2.550264184474333451e+00,4.113752147019727801e+00,1.592649949116889063e+00,3.916929876726383153e+00,1.544426140058991592e+00
2.696396449586108801e+00,2.208002978832778851e+00,4.244986536431458291e+00,3.205024508658506743e+00,4.775918613014162872e+00,1.815624678759591104e+00
4.272011677737332036e+00,4.422654812377973421e+00,3.036298660569731744e+00,3.778337993647549631e+00,3.303947985091580275e+00,2.171461070980051922e+00
4.247924066612602800e+00,2.560450597878853429e+00,4.629500632360373125e+00,1.409613266746814197e-01,4.128779823118978065e+00,1.561245542285479848e+00
3.448558854031328114e+00,3.962470397955650370e+00,2.229597956697098482e+00,3.593315634159675920e+00,2.888577436558555256e+00,1.929105600333802073e+00
3.661893161429375265e+00,1.331571157336278066e+00,3.711420922135725498e+00,2.497521210470179387e+00,3.145839675951075165e+00,3.856852789440270435e+00
3.926307603959265258e+00,1.962665898891597926e+00,4.833900514779770674e+00,2.367267499198047354e+00,3.156077698415369781e+00,2.576696013923884809e+00
2.646766355188665543e+00,2.804504498599659446e+00,3.928946691335426955e+00,2.861801943775981183e+00,2.906232388893593033e+00,2.225982995514034446e+00
3.126375144235824965e+00,1.695710183043349861e+00,4.533187686092604807e+00,3.767012020370481551e+00,3.809904254556218728e+00,2.025119485331192681e+00
2.388703319958052074e+00,2.217016933373306298e+00,3.217279630581294736e+00,3.096309093732117379e+00,3.673717968667954192e+00,1.918385307579477450e+00
2.399350725388593286e+00,3.303051309881547049e+00,1.362157161678251516e+00,3.468432645288163751e+00,3.088604130307224693e+00,3.771038014903185243e+00
3.231247784930756595e+00,2.738603179763669626e+00,3.928147302580489608e+00,1.687122428468099677e+00,2.965361175656967774e+00,1.395935188810087269e+00
1.251278508647650334e+00,3.975560311226320032e+00,4.097484410518950071e+00,7.632239656994723731e-01,3.272872054489073257e+00,3.042888868595694074e+00
9.910005120781686383e-01,6.283185307179586232e+00,6.283185307179586232e+00,3.671481370792859522e-01,1.624483928739332228e+00,3.555433818300858029e+00
1.287868400134560609e+00,2.564283807724060171e+00,3.200979548435368027e+00,2.146380445567513284e+00,3.646665822166057502e+00,1.530596730941760075e+00
3.026615945778828642e+00,3.917172492237020798e+00,4.198302917835368575e+00,4.906322164212211234e+00,3.226667578665211256e+00,2.423080604971154628e+00
3.544640355212125726e+00,1.826484768140312909e+00,4.574342635801929902e+00,4.314971190615517926e+00,2.967747918042497712e+00,2.035876178393772662e+00
2.838778320880810835e+00,2.853908338340656492e+00,4.294405314195246071e+00,3.295091708342889447e+00,3.591510207018634215e+00,1.371450348609194458e+00
3.399441304875313818e+00,2.370125178708144986e+00,4.329286573046193354e+00,1.088573727610647079e+00,3.737719929024712506e+00,1.579037317134317497e+00
9.674405250502013942e-01,2.997703073204984747e+00,3.526452316662981090e+00,4.601391549164269179e+00,2.995675521239098860e+00,1.927204125690644920e+00
2.304198274341050290e+00,2.225209675355050543e+00,3.876749554912967355e+00,3.718651180022641167e+00,3.932074362149410529e+00,2.167896890697946777e+00
2.937510006953543584e+00,9.182215167258462873e-01,3.568723455285706336e+00,4.335966903408024820e+00,2.741060962555904812e+00,4.815663901888523668e+00
2.158216550070942041e+00,1.915391639976305349e+00,4.488662393026244146e+00,3.117389299541919456e+00,3.960581707056061607e+00,2.538680069600298239e+00
2.245834929872324359e+00,2.570787566972303040e+00,1.936173945586394662e+00,1.798615642897247957e+00,4.791695177828136920e+00,1.996856191126860969e+00
