1.630793873545704153e+00,9.568974729291287451e-01,1.252263393364558164e+00,2.716000872788966625e+00
1.453756748988638492e+00,4.088885472992496162e+00,1.663071197668469781e+00,5.417836882045023117e+00
5.626069528452084967e+00,1.068068940662824540e+00,9.413188366317926103e-01,7.659342460065501346e-01
2.621190132115160942e+00,2.424460929485070082e+00,3.840122339657932482e+00,4.172926356205179488e+00
4.998703469009391220e+00,3.697869764557269345e+00,8.204147210128786005e-01,5.261559727267013375e-01
2.888222912508665807e+00,4.744546992323859236e+00,3.048143942406678075e+00,4.452907636196900221e+00
2.697815631443164275e+00,8.593341944695003232e-01,4.170047919565836203e+00,4.712110948971237612e+00
1.554090721907657846e+00,5.066511312246126053e+00,2.834014801573955911e+00,5.509208319677123100e+00
2.366913929799681071e+00,3.105145189217819901e+00,2.968597866324076850e+00,5.167707276974637942e+00
3.291739194832353999e+00,6.008827880830792445e+00,4.502579811916382013e+00,5.730926374415965974e+00
4.788865794889657579e+00,5.368967416564397688e+00,8.344360814958000638e-01,3.247369680912873147e+00
2.481939437906796719e+00,4.963812638383770626e+00,2.921632788414198156e+00,4.591808679961683737e+00
3.556935559661134949e+00,6.146514176783762551e+00,2.636632377202716704e+00,6.205719096577453797e+00
2.610277602582927958e+00,1.147740986501039728e+00,4.913960227963764638e+00,1.707260843266863004e+00
9.727096981906147022e-01,6.230938851590011929e+00,5.775441034886124037e+00,1.821125653940163236e+00
2.571402705018581702e+00,2.758746929140917459e+00,6.253653100885339988e+00,5.393708224685993535e+00
2.667951661981752487e+00,1.585267053327191533e+00,5.174918474546402081e+00,4.047631229595655356e+00
5.086361952342926429e+00,5.701983901638218555e+00,4.729023837379597417e+00,3.114086580155298378e+00
3.934281742314424068e+00,3.122333563521504818e+00,1.176719269101788923e+00,5.568001299215869615e+00
5.289913360242204377e+00,3.172314688753703038e+00,5.362004416039558574e-01,2.821037025870796633e+00
3.459571349393516737e+00,5.790696794948058113e+00,2.114662327209107850e+00,4.802362757129983173e+00
1.827465189512154531e+00,6.075077534392464784e+00,4.050282375478961860e+00,5.711653179613261244e+00
2.868271750066650139e+00,3.765557296295181988e+00,1.777260184388061715e-01,2.135096455665653981e+00
5.115918580493586276e+00,1.741323565879592028e+00,4.436608807718765313e+00,3.427205043466166501e+00
2.765224066264477809e+00,4.124548464666597525e+00,8.413611815662062898e-02,1.020662252472807063e+00
1.846147274347012646e+00,4.276100990320133022e+00,4.437407344323557545e+00,4.277346408229107944e+00
2.242077726452378350e+00,3.571182141388689057e+00,3.163601431107885720e+00,3.937437060787942311e+00
2.526733328782102106e+00,3.092971078993812295e+00,4.220376202660018450e+00,2.331079032094036219e+00
2.892619635752711194e-01,6.058319854790021886e+00,3.284075814762000167e+00,4.663032304515668969e+00
4.033217895627479344e+00,1.085361636158825638e+00,5.175171559334184934e+00,4.279236241375007133e+00
2.408466800346283243e+00,1.035869287649426651e+00,2.387660032738296412e+00,8.172962222967034007e-02
5.200987815711126672e+00,3.117988676322414054e+00,2.738953984675057463e+00,3.781187715225267976e+00
1.155068663481027658e+00,4.665750282260808790e-01,5.759888594123232508e+00,9.345226078510487921e-01
3.538715071482285701e+00,4.422716175364816982e-01,5.289670707408996364e+00,2.626553697197389070e+00
3.523654637828162350e+00,4.997471807753527173e+00,2.771645173956917674e+00,2.561172560319311953e-01
1.861431063867655222e+00,3.210459373708701047e+00,3.123779603788949366e+00,1.530969652273070469e+00
9.280608113023988137e-01,2.298829550273251421e+00,5.397481231390083956e+00,2.942312520219756422e+00
2.116509164392688991e+00,2.142276314265436632e+00,5.181392335127297244e+00,2.854444974903981969e+00
5.466949048067259120e+00,2.026317059850184954e+00,3.038080576119025711e+00,6.725805555591931606e-01
3.560544680616493096e+00,6.031514452426187667e-01,8.897137284725296080e-01,5.032657984921010019e+00
1.532533526789542799e+00,3.848684175402092289e-01,3.781377244989404751e+00,9.204876278086528973e-01
6.114965096119600041e-01,5.482108276842272865e+00,6.033414573098383471e+00,2.145932565598217823e-01
5.879558429347960136e+00,3.870350722429405366e-01,3.425928493810046493e+00,1.396233681045151442e+00
4.412351086121120147e+00,5.138504113058198541e+00,1.547230887942595556e+00,5.402876935923663027e+00
1.114721711338954035e+00,3.016383027986244247e+00,8.248729737723826672e-01,1.932184456498498459e+00
4.367391021928359152e+00,2.753254580407807239e+00,5.244570332477810126e+00,2.034391994551402405e+00
1.638289387613664827e+00,3.092241215859665715e+00,4.917547163857653558e+00,4.389723268899757613e+00
4.452715692884992471e+00,1.293769947607475990e+00,5.822103218486191167e+00,2.058003620108119769e+00
3.667507554295707184e+00,6.483172078118236703e-01,6.260597363060285581e+00,4.110089802015657767e+00
4.863010286109884284e+00,5.358760109585640308e+00,5.411256892881731062e+00,4.776616683315481282e+00
2.184397977171121052e+00,3.654182161148282315e+00,5.109003230714353805e+00,8.723941513667088365e-01
4.163685090188093518e+00,3.569341733233621916e+00,1.882860841872397328e+00,2.938093202395872794e+00
1.399284985974626139e+00,5.235105080382053133e-01,9.464440267404242713e-01,7.848947890947792771e-01
6.220690329319240597e+00,1.540288217146843719e+00,2.565273851990216847e-01,3.933335513472917544e+00
4.668177398952383150e+00,4.964708246772168820e+00,6.064095590513248979e+00,2.248158848669771781e-01
1.580963178345741404e+00,6.241893593012491692e+00,2.378103417813416665e-01,7.207792827593595408e-01
5.468531354496392716e+00,3.174447573002121104e+00,6.008584200470646230e+00,5.590094407452313341e+00
7.630479760477307249e-02,1.219875721920953060e+00,6.127018439406194616e+00,3.615284977366124419e+00
3.347702472174825861e+00,4.277579440161788149e+00,9.674543258079953967e-01,2.000331921747817709e+00
1.792361635200892200e+00,8.935812751222260708e-01,1.216013466546941313e+00,9.544374249965503765e-02
4.324581993875757036e+00,6.218402786861311426e+00,5.755456620924328526e-01,1.038233480305980727e+00
5.037209717188069646e+00,3.998549783465463303e+00,5.955201847892608313e+00,2.291553491578143920e+00
2.689595148056897145e+00,1.799520138395280133e+00,5.054126359791545120e+00,1.178199754461668247e+00
5.737079272835234889e+00,3.761355295867169879e+00,6.168950223536999733e-01,3.464805399860391599e+00
2.047603351899963897e+00,1.548702442406653113e+00,4.870187556606050627e+00,1.908918575266598250e+00
5.746947814227886475e+00,1.185767811757517221e+00,5.623049409903007501e+00,9.643970203811449426e-01
1.028453101454239738e+00,3.261574769253776651e+00,6.020548035196918946e+00,7.472585731251492058e-01
2.470240756740534671e+00,5.804936976410147942e+00,4.275169957238307283e+00,3.800447055090872439e+00
2.831714056430014281e+00,2.777868464415026661e+00,2.035667935106621584e+00,1.752402465146741584e+00
5.599895663923414091e+00,3.344711377687735077e+00,2.936606861399309931e+00,4.683448569464148115e+00
4.485431552293028368e+00,9.351346970283759275e-01,6.927378376974522300e-01,1.089279433488787863e+00
2.885420797894502787e+00,1.541288084823026594e+00,4.528680134250089750e+00,1.157377380366129138e+00
2.191128812058046549e+00,5.426290253714997208e-02,1.941825225048152914e+00,2.938580282982266478e+00
1.067550915876778417e+00,1.494951997950398015e+00,3.854035133963564341e+00,3.782467745433319983e+00
2.395828121040492587e+00,5.750421648753045040e-02,2.816894027106453979e+00,1.694709372323529584e+00
5.128093761380240423e+00,1.991411088216563430e+00,2.169633999111827194e+00,5.583013734564936215e+00
2.279967810171001918e+00,5.902892668492440542e+00,4.066263503064245555e+00,3.706143374641959642e+00
2.650146267256439980e+00,6.983172589474349046e-01,2.635926112273225375e+00,2.493273528156076946e+00
4.727523468702654164e+00,1.755192618373136781e+00,4.277738673496186195e+00,1.738735197433524338e+00
5.286432989613711442e+00,1.496942627976795670e+00,7.577737420083657804e-01,4.907209076999848207e+00
3.509244787795320342e+00,1.153951625351270494e-01,2.691677331556677544e+00,2.609337759960998593e+00
5.368374068691752488e-01,5.156608130243894861e-01,3.688508401625013366e+00,2.588564397857957139e-02
4.597539234696939481e+00,2.315712971212716020e+00,1.651382601545544837e+00,5.975579166136601117e+00
4.859185925806759898e-01,6.139737441376560412e+00,6.958079766217062367e-01,3.091819973816282374e+00
1.308558113903575348e+00,2.733140864087578059e+00,1.050703595456047301e+00,2.041945317572393392e+00
2.076256195624369916e+00,3.818332459427824066e+00,3.324620086445558620e+00,6.011606102465415269e+00
2.874585008341744352e+00,1.843274472871127001e+00,1.167314917770184257e+00,1.235779531403484510e+00
2.747796246363917838e+00,3.459957351405301917e+00,1.713519178407806098e+00,2.721970010055122735e+00
3.632659738358161139e+00,1.699812055106196373e+00,2.084945691668141254e+00,1.624691938139444014e+00
1.390002189016619427e+00,5.204977004086315695e+00,4.670289177135283687e+00,6.121673004246263261e+00
4.734946521849881407e+00,7.232766499906447821e-01,5.906462814710005560e+00,5.291036550026211316e+00
2.787400711850669399e+00,2.724319677479304591e+00,1.944914992935783127e-01,1.367482115050957292e+00
4.713804840754828973e+00,2.436653570843454020e+00,3.617538286863989372e-01,4.338056425989751830e+00
5.741772417674464890e+00,5.269402848437587661e-02,2.205470787781719011e+00,9.853354497495795394e-01
1.172779756695443432e+00,4.429721880348624907e+00,3.404957850883337578e+00,4.525715354201751417e+00
3.577934868151104730e+00,3.531740729037936788e+00,3.411239710072675457e+00,3.557013876311525102e+00
4.707810861622837351e+00,5.987471738598718396e+00,3.398982551161338628e-01,4.915506398437883284e+00
3.531750849033099549e+00,5.125912564152806938e-01,2.020393638449551332e+00,6.140438036252414911e+00
2.146135545914106491e+00,1.043902850438584773e+00,4.538786008794369664e+00,5.612374465167393467e+00
2.207262071870065956e+00,1.041083216804768119e+00,3.607203100134499962e+00,2.367744748064401605e+00
2.477130732156350990e-01,1.357925105026024371e+00,3.005955816646308953e+00,1.746901921660766410e+00
5.785614556861542468e+00,3.042345557810594237e+00,2.532773585768056446e+00,2.240029661395833704e-01
2.957009135042475645e+00,1.019878116851340000e+00,3.505604989024671880e+00,2.871390939827819011e+00
2.629333277155736504e+00,4.696290234111920370e+00,3.123748947180531310e+00,2.266339894676633993e+00
5.586588989216789258e+00,5.479751822320908516e+00,2.403500904370635904e+00,5.947851462149749135e-01
5.279291958835635512e+00,8.097091051491420721e-01,8.498230427980024704e-01,4.127043705197227297e+00
3.029033309762769743e+00,2.820438916777538552e+00,2.751826625363939627e+00,1.444195721222734985e+00
3.947509022512317056e+00,1.102540101445224741e+00,3.275034705234851184e+00,1.385292293676902320e+00
5.195292625895384653e-01,3.044561520220862683e+00,2.799334226825690219e+00,3.668046054018177848e+00
3.503661275021621169e+00,2.768480810404943870e+00,4.473919763753773537e+00,5.741945546719833260e+00
5.880077540275693515e+00,4.866051789174778541e+00,4.102475062414304041e+00,1.087383511803835967e+00
3.460697186608846287e+00,5.595383072628342669e-01,5.499901173399474708e+00,1.956002274388080497e+00
3.062327706212672140e+00,6.082006496026933107e+00,2.776926447013600807e+00,2.343965095798647091e+00
3.426007943498545760e+00,2.654039571596490177e+00,2.254422433567620843e+00,2.427633968962394917e+00
3.741294932844297705e+00,5.273976283710816837e+00,4.670711848815329859e+00,7.728766923695236102e-01
3.144746742762859260e+00,2.924914516617453053e+00,2.762006035806522153e+00,2.318866741035006118e+00
2.563291632100808570e+00,5.972272546923288239e+00,4.321687092808977226e+00,3.830378026833643812e+00
1.820125738638575186e+00,6.179835435945534527e+00,1.523839781836653362e+00,3.101246516048059565e+00
2.887779280345558863e+00,2.954102032801700695e+00,2.266577286653382650e+00,4.478989400583803793e+00
6.280403420550300098e+00,4.190702562748279014e+00,3.830834511164334266e+00,2.808216004998628446e+00
2.281793051341562517e+00,2.830260717961171402e+00,1.901894880078319083e+00,2.866337511963327422e+00
4.664783395247779296e+00,1.256989292004684344e+00,5.451552007238123387e+00,5.325695830993351088e+00
6.074345375630101351e+00,9.623051057526729180e-01,5.518565999890306273e+00,3.300546744673493738e+00
1.986516960748434979e+00,5.036489947725918404e-01,3.549486737779047996e+00,2.471609158106865323e+00
5.398151969969126718e+00,5.483501449129748906e+00,4.245360190657391009e+00,1.172205298350071090e-01
5.250217071213475251e+00,4.554811662592855193e+00,4.297393864720450152e-01,5.661646959624755837e+00
5.237849877888353767e+00,2.156772641874620255e+00,3.013054639048045935e+00,4.793746233882289487e-01
9.022710116706047501e-01,3.821787875204583518e+00,3.252803659458471053e+00,2.512692374649643678e+00
5.951269328413144599e+00,3.287309985769132581e+00,4.467688653023516920e+00,3.249179670020139188e+00
2.258051301953587053e+00,6.076322504151143722e-02,4.360615019371620882e+00,5.417409319256190514e+00
2.397105361316251404e+00,5.625007098339564138e+00,1.970948695894029878e+00,4.176360239253677165e+00
2.555701025367781654e+00,5.736952528758528125e+00,5.216952016119431157e+00,4.638928460434315504e+00
3.868029635866399474e+00,4.531988468397504910e+00,4.211131919192236062e+00,5.694803323806243434e+00
4.289438124976835964e-01,1.601372756953487464e+00,2.769241001971837424e+00,3.311377650986843779e+00
4.390772055298555188e+00,3.380820088506338639e+00,5.124807195046937380e+00,2.449689944652855278e+00
2.760608963526892445e+00,2.721470995395996795e+00,1.182787268257769364e+00,3.452812868937364499e+00
5.488529656363598797e+00,4.451150425199124072e+00,2.923819997821656802e+00,5.422057767692105124e+00
1.560878575465667328e+00,1.141604449601381743e+00,4.096153601094900232e+00,2.400648611345009176e+00
4.783291613463019232e+00,1.977414465829971046e+00,9.821617029659097664e-01,2.427297293444830029e+00
5.800234126384434141e+00,2.147153765002669523e+00,3.332367941332300187e+00,3.977146704702941626e+00
5.971078795377608550e+00,2.107439860077984228e+00,6.458448364887355853e-01,3.824325199641323003e+00
4.994946265602323798e+00,1.090687330975979474e+00,2.894954547177526205e+00,8.126803933641471023e-01
4.875849365220820353e+00,4.217721703327396376e+00,3.078910392517731909e-01,1.128766560431468502e+00
1.672398141942883720e+00,3.040492487200362692e+00,5.764115180869752386e+00,4.863622775730335412e+00
5.102745261972223112e+00,1.506704835740136028e+00,4.035107571545249350e+00,5.975821857212895161e+00
1.201383586601852738e+00,5.297744347997421777e+00,2.388995788650392527e+00,3.209310340134480022e+00
6.273587063871810976e+00,1.353183055369265197e+00,2.798348122878222100e+00,3.374499363240883176e-01
1.603389638716097965e+00,6.083973970077058091e+00,2.777803606544560378e+00,3.469315629659033728e+00
4.021821069276492189e+00,3.134890807728957229e-01,2.733378701957147161e+00,5.005612944638021311e+00
1.673872599377895121e+00,5.420564237120317763e+00,4.436938355960884373e+00,1.673262755481650155e+00
4.482547113694939966e+00,1.987333635496967510e+00,2.270753451379230459e+00,6.280457887055606925e+00
4.840311532170661124e+00,4.889032155306718863e+00,5.724781329942574271e-01,2.122355950363953525e+00
6.195058409179205583e+00,2.128782559978107169e+00,2.493015569767140338e+00,4.104045834893182310e+00
1.146215253111062760e+00,4.872907798058984774e+00,2.535750745363200664e+00,3.934883924866500404e+00
2.215714427084491955e+00,4.321149607310819540e+00,2.658653889174311225e+00,3.143852452255285757e-01
5.223438604722398182e+00,5.886607336470903284e+00,4.540175561093356293e+00,3.225995524117057478e+00
5.393053310153222313e+00,4.013238697419191148e+00,4.793159155847850350e+00,4.964658890946690661e+00
6.276053417655959699e+00,1.680241537436247379e+00,1.149149748957577044e+00,4.071080469825685277e+00
3.511852763822037371e+00,2.742023561707177315e+00,2.320929117133668562e+00,5.335300978361168234e-01
1.282877944710238527e+00,5.142527906513661762e+00,4.876979023198924068e+00,2.459107129147126258e+00
2.744193744696068915e+00,2.046090826323488709e+00,5.230204750446360684e+00,1.007753735128597450e+00
4.648625437563248752e+00,4.914568077306840088e+00,5.937037109164543525e-01,3.831796177244587209e+00
4.489322131946507088e-01,1.466545101164941078e+00,8.274852616100806246e-01,5.513759390220088541e+00
1.376371424509073016e+00,1.181417628436306044e+00,4.576784409227342643e+00,1.617238965112088644e+00
2.516982954181712362e+00,5.139113984515350175e+00,6.022923857339409714e+00,1.540327383360713842e+00
5.404610584970805931e-01,3.342423262201295486e+00,4.969917517018924258e+00,7.107542207801266221e-01
