3.649702634728122952e+00,8.105707616340425414e-02,3.316107311537029201e+00,4.927505327142624125e+00,4.223302437162457679e+00,2.910723249563709647e+00
5.137136801924975238e+00,5.315076320335087701e+00,5.640250455788989647e+00,2.374549560425286199e+00,5.132607113180749359e+00,9.605720420901816547e-01
6.001248581207851096e+00,4.191306152888251368e+00,5.008860580979614952e+00,5.798959509364229881e+00,5.374490461169875388e+00,4.389220202276221450e+00
3.923929031975650350e-01,2.230914337350641041e+00,2.238753022012535787e+00,3.817159834699194398e+00,4.677777877925097805e+00,5.622208865965150792e+00
5.602411215809316225e+00,4.805943114194678678e+00,1.919800262859660656e+00,3.916642435914089226e+00,3.354049228980025443e+00,1.364790322891906715e+00
2.599977741082410088e+00,3.431949564009938225e+00,3.574669416839129976e+00,5.994827306248422527e-01,3.765021636762525770e+00,3.978461677220096693e+00
3.539204354244960271e+00,3.716870027478984095e+00,1.954287630975606094e+00,5.717306488764789307e+00,3.874785080845496221e+00,7.220095637822705747e-02
1.753384218615707368e+00,9.527521091827526600e-01,6.103772743692694291e+00,4.261000168179170267e+00,5.660861127287517114e+00,2.321951376715774895e+00
4.176700908902919451e-01,4.920713180326997005e+00,3.061937608492784513e+00,6.262793127690879480e+00,2.783085022839818290e+00,2.935784549157991918e+00
4.683216563597009774e+00,3.470686171427828981e+00,3.477012895313144281e+00,1.765158727512557313e+00,1.812280018761377898e+00,4.007820250519809946e+00
2.482195505937707214e+00,3.695885280097467085e+00,5.953686288017842720e+00,3.211756696203515116e+00,4.267279730820354722e+00,3.574213919833092223e+00
4.916187674270083185e+00,5.779035918935657712e+00,5.299874445484495489e+00,5.525041465386758333e+00,1.516775302074331977e+00,5.259170842279686120e+00
5.252885531836545496e+00,2.479149821108295182e+00,1.870829052428636841e+00,1.506902767021904399e+00,5.241073853935073856e+00,1.117195962415566540e-01
2.961161359110738189e+00,3.582956971271239688e+00,1.824285997979447238e+00,6.055861934322233076e+00,4.166398968022333449e+00,3.209167735331203808e+00
3.537004066859026352e+00,1.012218815208874245e+00,5.134809057793522591e+00,2.346282378825409687e+00,2.753843661462397341e-01,2.767112997882436698e+00
1.553549358465158514e+00,1.892937814267499741e+00,1.635247537683233832e+00,1.398292839494817974e+00,4.513344511489211897e+00,3.463619988353376922e+00
5.338174430613018551e+00,6.157960845775384051e+00,5.961978405866900310e+00,2.696379289722718120e+00,8.814328081634772438e-01,2.385035889619056437e+00
2.471331999771157584e+00,6.197146715448862864e+00,1.092578798209990820e+00,4.080181533342768674e+00,5.252897071699710985e+00,1.470391263422562877e+00
5.063888525733129420e+00,5.557931564234751320e+00,4.264347634294824552e+00,1.072572198672762545e+00,3.750696217569299495e+00,2.953078380439195350e+00
1.987445085503823705e+00,4.298814391667654888e+00,2.091103822483650010e+00,2.128672070854271681e+00,5.613395186613225896e+00,1.011494588077015200e+00
2.951546122394836935e-01,4.834525480376227868e+00,5.882749195743449455e+00,4.115110333147125488e+00,5.672320272828152987e+00,5.968278280447701256e+00
2.611209429224375267e+00,2.288609817060826668e+00,5.293364223239890087e+00,2.077515244309771525e+00,5.233340285387432012e+00,1.745096556033009394e+00
3.654907646419775613e+00,3.511304139944329883e+00,1.134178679058438721e+00,2.083190600718163536e-03,3.096685434824524741e+00,2.307630069586394050e+00
5.155695742240766322e+00,2.899076450754946244e+00,5.074881811422716105e+00,2.515925077614297400e+00,8.826269443460918462e-02,5.859156695175392615e-01
5.184769119736628795e+00,3.339988331935643373e+00,5.236523416137726983e+00,4.216409890824575513e+00,1.097220335246504419e+00,1.180626613364539335e+00
4.515698915394053437e+00,3.220403531322384993e-01,1.334174235831699695e+00,1.895308031372658686e+00,2.478424059882784913e+00,4.343365855021797728e+00
5.400773455605930806e+00,3.995588021051180938e+00,3.742438324717893838e+00,8.440713736266727274e-01,3.500217937883943531e+00,5.179785182541595923e+00
4.591670957479657922e+00,2.639035743503472364e+00,2.111555584754197579e+00,4.490872217260903021e+00,1.094543804825071520e+00,1.009494312023992757e+00
1.634426998682623644e+00,6.260081545350130838e+00,7.245186580639221274e-01,4.815053976114379353e+00,6.146625893007576558e+00,1.626120059313853616e+00
4.303759839875734627e+00,4.822438867596777534e+00,1.516082452877797859e+00,6.250314629867151917e-01,2.744242235985442147e+00,3.643254175886275537e+00
2.036905039886353297e+00,5.267087391768335181e+00,3.480180015484069855e+00,4.767800465811855126e+00,3.154909548323955981e+00,1.078954275483243741e+00
1.894811748044398225e+00,5.058884944663496697e+00,3.345790259083143869e+00,3.542947937987344975e+00,6.063418690998070737e+00,1.972407607836068832e+00
4.618686711556696523e+00,5.275139105214904589e+00,3.781536786955442153e+00,3.333311476173648646e+00,6.144851504622861782e+00,5.368755244235573487e-01
1.227181821514784721e+00,1.120078181376172877e+00,5.112938070998785278e+00,5.021145145687348155e+00,9.670088397917222522e-01,2.352289362103415105e+00
4.690853394588076486e-01,5.690343582752514173e+00,5.402005698442354564e+00,8.950494582444787905e-01,1.408354968258000550e+00,2.854749319820826248e+00
1.024164193067449213e+00,5.305888402948225391e+00,4.209054018256318308e+00,2.976848103679052393e+00,2.127291936693984642e+00,5.922772185042396664e+00
3.834715676354854885e+00,1.653407050905616682e+00,2.058711898275941810e+00,3.359238182097987302e+00,9.980583323997727074e-01,3.016959753929917998e+00
3.098526464725353868e+00,2.012622658440166745e+00,4.338981204086676868e+00,3.317294473676815070e+00,2.793701915950504766e+00,5.575294297686357758e+00
